row,contract_status,level,category,contract_code,contract_name,planning_code,planning_name,dev_rr,zerost_rr,opinion,client_feedback,extra_opinion,extracted_codes
46,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-02-08,영향 분석,Z,추가,"RBAC는 권한을 부여하는 기능이면, 영향 분석은 권한 변경 시 누구, 무엇이 영향 받는지 시뮬레이션하는 별도 분석 기능이기 때문에 추가 개발 건으로 분류","영향 직원·담당 회원 수, before/after 차이
기획의도 파악 후 필요성 판단 필요",확인했습니다,SET-02-08
47,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-02-09,초기화,Z,,,,,SET-02-09
48,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-02-10,저장,Z,,,,,SET-02-10
49,,1,3. 인증·인가·권한·설정 (AUTH / SET),AUTH-04,민감 기능 상위 권한 제한 정책,SET-02,권한 설정 (RBAC 매트릭스 + 영향 분석),Z,,,,,"AUTH-04, SET-02"
50,,1,3. 인증·인가·권한·설정 (AUTH / SET),AUTH-05,감사 로그 기록 (append-only),HQ-EXT-06,히스토리 로그 / 감사 로그 (시스템 작업 이력),Z,,,,,"AUTH-05, HQ-EXT-06"
51,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-01,로그 목록,Z,,,,,HQ-EXT-06-01
52,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-02,작업 유형 분류,Z,,,,,HQ-EXT-06-02
53,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-03,검색 / 필터,Z,,,,,HQ-EXT-06-03
54,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-04,상세 조회,Z,,,,,HQ-EXT-06-04
55,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-05,엑셀 내보내기,Z,추가,감사 기록 엑셀 기능과 관련해서는 견적서에 명시되지 않음,,,HQ-EXT-06-05
56,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,HQ-EXT-06-06,자동 기록,Z,,,,,HQ-EXT-06-06
57,,1,3. 인증·인가·권한·설정 (AUTH / SET),SET-01,센터 설정 4탭 (기본정보 / 알림 / 테마 / 물품),SET-01,센터 설정 (기본 정보 + 알림 + 테마 + 물품),Z,,,,,SET-01
58,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-01-01,기본정보,Z,,,,,SET-01-01
59,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-01-02,알림설정,Z,,,,,SET-01-02
60,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-01-03,테마설정,Z,,,,,SET-01-03
61,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-01-04,물품 관리,Z,,,,,SET-01-04
62,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-01-05,저장 / 미저장 처리,Z,,,,,SET-01-05
63,,1,3. 인증·인가·권한·설정 (AUTH / SET),SET-02,권한 설정 매트릭스 (6역할 × 메뉴별 CRUD + 충돌 검증),SET-02,권한 설정 (RBAC 매트릭스 + 영향 분석),Z,,,,,SET-02
64,,1,3. 인증·인가·권한·설정 (AUTH / SET),SET-03,구독 관리 (플랜 / 결제수단 / 사용량 / 청구서),SET-03,구독 결제 관리 (Pando 플랜 + 결제 수단),Z,,,,,SET-03
65,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-01,현재 구독 정보,Z,,,,,SET-03-01
66,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-02,플랜 비교,Z,논의필요,"견적서에서 관련하여 명시된 내용 확인 안됨.
> 다만, 단순 몇 가지 결제 플랜이 있고, 이를 나열식으로 비교 노출하는 정도라면 포함 범위로 판단됩니다.","답변: SET-03-02 플랜 비교는 센터 회원권 상품 비교가 아니라 FitGenie CRM 사용 플랜을 비교하는 설정 화면입니다. 계약 범위의 설정/구독 관리 화면 안에서 플랜명, 월 이용료, 포함 기능, 회원 수 제한, 현재 사용 플랜, 변경 버튼을 비교 노출하는 수준입니다.
문서: admin/기능명세서/D09-설정관리/SET-03-구독결제관리/00-기본기능.md",플랜 비교가 플랜 목록을 UI로 띄워주는 수준이라면 포함 범위로 보입니다.,SET-03-02
67,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-03,결제 수단,Z,,,,,SET-03-03
68,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-04,청구 이력,Z,,,,,SET-03-04
69,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-05,플랜 변경,Z,,,,,SET-03-05
70,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-03-06,구독 해지,Z,,,,,SET-03-06
71,,1,3. 인증·인가·권한·설정 (AUTH / SET),SET-04,커스텀 역할 생성 (6역할 외 확장),SET-04,커스텀 역할 생성 (센터 맞춤 권한 조합),Z,,,,,SET-04
72,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-01,역할 목록,Z,,,,,SET-04-01
73,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-02,역할 생성,Z,,,,,SET-04-02
74,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-03,역할 수정,Z,,,,,SET-04-03
75,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-04,역할 삭제,Z,,,,,SET-04-04
76,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-05,직원 매핑,Z,논의필요,"견적서에 명시된 내용 없음
다만, CTR-03 의 직원 매핑 내용과 동일한 내용이라면 진행 가능합니다.","답변: SET-04-05 직원 매핑은 신규 독립 기능이 아니라 커스텀 권한 역할을 어느 직원에게 부여했는지 보여주는 연결 정보입니다. SCR-081 권한 설정의 9개 메뉴 그룹과 5개 권한을 기준으로, 해당 역할을 사용하는 직원 목록과 권한 변경 영향을 확인하는 용도입니다.

admin/기능명세서/D09-설정관리/SET-04-커스텀역할생성/00-기본기능.md",직원 매핑이 단순하게 어느 직원에게 어떤 역할을 부여했는지 보여주는 UI라면 수용 가능해보입니다.,SET-04-05
77,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-04-06,영향 분석,Z,추가,46번 항목과 동일한 내용으로 추가 건으로 분류됩니다.,,"md파일 내용에 따르면 권한 변경 시 영향 분석 안내 기능이라고 표시되어 있습니다. 
md에는 삭제, 권한 변경 영향이라고 적혀있는데, 구체적으로 어떤 영향을 말하는건지 명시가 안되어 있으며 견적서에는 영향 분석과 관련된 내용이 언급되지 않습니다.",SET-04-06
78,,1,3. 인증·인가·권한·설정 (AUTH / SET),SET-EXT-03,데이터 백업 / 복원 (수동 백업 · 복원 포인트 · 이력),SET-EXT-03,데이터 백업 · 복원 (자동 + 수동 + 시점 복원),Z,,,,,SET-EXT-03
79,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-01,자동 백업 설정,Z,추가,"""자동 백업"" 기능의 경우, 계약 범위에서 벗어난 내용입니다.","기획 의도 확인 필요
(기능 추가된 히스토리)
브랜드 3사에는 기능 없음",,SET-EXT-03-01
80,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-02,수동 백업,Z,,,,,SET-EXT-03-02
81,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-03,백업 이력,Z,,,,,SET-EXT-03-03
82,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-04,시점 복원,Z,,,,,SET-EXT-03-04
83,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-05,복원 이력,Z,,,,,SET-EXT-03-05
84,,2,3. 인증·인가·권한·설정 (AUTH / SET),,,SET-EXT-03-06,다운로드,Z,추가,"견적서에 백업/복원 다운로드 관련된 내용은 명시되어 있지 않음
> 어떤 것을 다운로드 받는 것인지? / 계약서상 다운로드 관련 내용 X","기획 의도 확인 필요
(기능 추가된 히스토리 확인 필요)
브랜드 3사에는 기능 없음",,SET-EXT-03-06
85,,1,4. 관리자·본사 대시보드 (DASH & HQ),DASH-01,KPI 카드 (매출 · 회원 · 상담 · 예약 · 미수금),DASH-01,본사 대시보드 (지점 운영 종합 현황),Z,,,,,DASH-01
86,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-01,핵심 지표 카드,Z,,,,,DASH-01-01
87,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-02,분포 차트,Z,,,,,DASH-01-02
88,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-03,추이 차트,Z,,,,,DASH-01-03
89,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-04,주의 대상 위젯,Z,추가,견적서에 명시되지 않은 내용입니다.,"기존 계약 포함 사항
(아래 계약코드에 포함 사항)
| DASH-01 | KPI 카드 (매출·회원·상담·예약·미수금 등) | |
| DASH-04 | 액션 리스트 (만료예정, 재상담, 미수금, 노쇼) + 상세 이동 | |","기능 설명 md 파일에는 주의 대상 위젯 내용이 확인되지만, 견적서에는 확인 불가",DASH-01-04
90,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-05,최근 활동 로그,Z,추가,"견적서에 명시되지 않음.
DASH-01 항목은 04까지만 존재하며, 최근 활동이 무엇인지 정의가 되지 않아 판단이 어렵습니다.",기획 명시 필요,,DASH-01-05
91,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-06,상단 액션,Z,질문,"상단 액션이 무엇인지 명시되지 않아, 내용 파악이 어렵습니다.
다만, DASH-04의 액션 리스트를 말하는 것이 맞는지 좀 더 상세한 설명 부탁드립니다.","화면 동작 기능입니다.
새로고침 / 위젯 내 회원 클릭 / 전체보기: 페이지로 이동

답변: DASH-01-06의 상단 액션은 DASH-04 액션 리스트가 아닙니다. 통합 대시보드 상단의 조작 영역으로, 수동 새로고침 버튼과 첫 방문 환영 배너 닫기 동작을 의미합니다.","수동 새로고침, 환영 배너 정도라면 포함 범위 내로 보입니다.",DASH-01-06
92,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,DASH-01-07,회원 상세 진입,Z,,,,,DASH-01-07
93,,1,4. 관리자·본사 대시보드 (DASH & HQ),DASH-02,필터 (기간 / 센터 / 상품 / 담당자),DASH-01,본사 대시보드 (지점 운영 종합 현황),Z,,,,,"DASH-02, DASH-01"
94,,1,4. 관리자·본사 대시보드 (DASH & HQ),DASH-03,차트·그래프 구현 (매출 추세 · 등록 추세 · 출석률),DASH-01,본사 대시보드 (지점 운영 종합 현황),Z,,,,,"DASH-03, DASH-01"
95,,1,4. 관리자·본사 대시보드 (DASH & HQ),DASH-04,액션 리스트 (만료예정 · 재상담 · 미수금 · 노쇼) + 상세 이동,DASH-01,본사 대시보드 (지점 운영 종합 현황),Z,,,,,"DASH-04, DASH-01"
96,,1,4. 관리자·본사 대시보드 (DASH & HQ),HQ-01,슈퍼 대시보드 (전 지점 KPI 병렬 수집 표),HQ-01,슈퍼 대시보드 (전 지점 통합 KPI),Z,,,,,HQ-01
97,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-01,전사 통합 KPI,Z,,,,,HQ-01-01
98,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-02,지점별 현황 카드,Z,,,,,HQ-01-02
99,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-03,히스토리 로그,Z,,,,,HQ-01-03
100,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-04,지점 전환,Z,,,,,HQ-01-04
101,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-05,권한 검증,Z,,,,,HQ-01-05
102,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-01-06,새로고침,Z,,,,,HQ-01-06
103,,1,4. 관리자·본사 대시보드 (DASH & HQ),HQ-02,KPI 대시보드 (24종 지표 실시간 집계 + 목표 달성률),HQ-02,KPI 대시보드 (24종 + 강습 세션 + 상담 퍼널),Z,,,,,HQ-02
104,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-01,KPI 카드,Z,,,,,HQ-02-01
105,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-02,상담 퍼널,Z,질문,"24종 지표'라고 명시되어 있는데, 24종 지표의 구성이 무엇인지는 명시되지 않음
> 고객사 측에서 전달 주셔야 하는 부분","답변: HQ-02-02 상담 퍼널은 KPI 24종 안의 상담 지표 묶음입니다. 상담 퍼널 구성은 WI 문의, TI 문의, TI 방문 전환율, TI 등록률, WI 등록률입니다.","24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-02
106,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-03,재등록 KPI,Z,질문,105번 행과 같음,답변: HQ-02-03 재등록 KPI는 KPI 24종 안의 재등록 상담 지표입니다. 기본 구성은 재등록 상담 완료 건수와 재등록 성공률입니다.,"24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-03
107,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-04,GX 세부 종목,Z,질문,105번 행과 같음,"답변: HQ-02-04 GX 세부 종목은 KPI 24종 안에서 GX 실적을 세부 종목별로 나누어 보는 기준입니다. 현재 기획 기준 종목은 요가, 필라테스, 스피닝, 줌바, 에어로빅, GX기타입니다.","24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-04
108,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-05,OT 운영,Z,질문,105번 행과 같음,"답변: HQ-02-05 OT 운영은 KPI 24종 안의 OT 지표 묶음입니다. 강습 OT, 골프 OT, OT 등록 전환율, OT 거부율, OT 이월률, 체험 후 등록률을 봅니다.","24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-05
109,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-06,강습 세션 유형,Z,질문,105번 행과 같음,"답변: HQ-02-06 강습 세션 유형은 KPI 24종 안에서 개인/소그룹 강습 실적을 구분하는 기준입니다. 현재 기획 기준은 PT, 필라테스, 스트레칭, 테라피 4종입니다.","24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-06
110,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-07,추이 차트,Z,질문,105번 행과 같음,답변: HQ-02-07 추이 차트는 KPI 24종 전체 또는 주요 KPI의 기간별 변화를 보여주는 시각화입니다. 새로운 KPI가 아니라 기존 KPI의 표시 방식입니다.,"24종 내용은 확인되었습니다. 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 포함된 외부 연동, 별도 산식/분석, 일괄 처리, 시각화와 같은 상세 내용은 견적서에 명시되지 않았습니다.",HQ-02-07
111,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-08,지점별 비교,Z,,,,,HQ-02-08
112,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-02-09,매출 목표 설정,Z,,,,,HQ-02-09
113,,1,4. 관리자·본사 대시보드 (DASH & HQ),HQ-03,KPI 센터 (역할별 5개 보드 — Owner / Manager / FC / Staff / 본사),HQ-03,KPI 센터 (역할별 5보드 + 액션 큐),Z,,,,,HQ-03
114,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-01,보드 탭,Z,,,,,HQ-03-01
115,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-02,핵심 지표,Z,,,,,HQ-03-02
116,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-03,FC 상담 퍼널,Z,질문,기능 관련 추가 상세설명이 있어야 내용 파악이 가능할 것 같습니다.,"[판도 검토 답변 - 명확화]
답변: HQ-03-03 FC 상담 퍼널은 FC 개인/센터 역할 보드에서 상담 진행 상태를 보여주는 기능입니다. HQ-02의 본사 KPI 상담 퍼널과 같은 원천 데이터를 쓰되, 담당 FC 기준으로 좁혀 보여줍니다.
TC 반영: FC별 WI/TI 문의, 방문 전환, 등록 전환, 미방문/미등록 대기 건을 담당자 필터로 집계하고, 본사 집계와 합계가 맞는지 TC를 반영합니다.",단순 상담 진행 상태 UI라면 포함 범위 내로 보입니다.,HQ-03-03
117,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-04,액션 큐,Z,질문,기능 관련 추가 상세설명이 있어야 내용 파악이 가능할 것 같습니다.,"[판도 검토 답변 - 명확화]
답변: HQ-03-04 액션 큐는 상담/OT 후속조치 대상 목록입니다. 기능 추가라기보다 담당자 보드에서 기존 상담, 재등록, OT 데이터를 우선순위로 정렬해 보여주는 운영 큐입니다.
TC 반영: 긴급/우선/일반/완료가능 우선순위, FC 액션(전화 문의 후 미방문, 방문 후 미등록, 상담 결과 미기입, 만료 예정 재등록), 트레이너 액션(OT 예정/완료 후 미등록/체험 후 미등록) TC를 반영합니다.","긴급, 우선 등의 기준을 고객사에서 정해준다면 계약 범위 내 포함으로 보입니다.",HQ-03-04
118,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-05,랭킹 / 리스트,Z,,,,,HQ-03-05
119,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-06,재등록 파이프라인,Z,질문,해당 기획 코드 내의 재등록 파이프라인이 어떤 것을 의미하는지? 역할별 5개 보드라고만 적혀있고 구체적으로 무엇인지는 명시되지 않음,"[판도 검토 답변 - 명확화]
답변: HQ-03-06 재등록 파이프라인은 만료 예정/만료 회원의 재등록 상담 진행 상태를 담당자별로 보여주는 기능입니다. 별도 신규 기능이 아니라 재등록DB와 상담 상태를 보드화한 것입니다.
TC 반영: 만료 D-30/D-7/D-Day/D+1 단계, 상담 완료/예상/확정/등록/실패 상태, 담당자별 필터, 회원 상세 이동 TC를 반영합니다.",회원의 상태 DB를 보여주는 기능이라면 계약 범위 내로 보입니다.,HQ-03-06
120,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-07,담당자 성과,Z,질문,지점 리포트 기능에 담당자 성과(=트레이너 실적 리포트)를 포함하여 구성해야 하는지 문의,"[판도 검토 답변 - 명확화]
답변: HQ-03-07 담당자 성과는 직원별 상담/강습/매출 성과를 보여주는 지표입니다. 현재 기획 기준은 트레이너 5종(OT 배정, 신규 매출, 재등록 매출, 등록 전환율, 체험 후 등록률), FC 2종, 골프 프로 매출 지표입니다.
TC 반영: 담당자별 기간 필터, 지점 필터, 매출 귀속 기준, 전환율 분모/분자, 상세 회원 목록 드릴다운 TC를 반영합니다.","기획 md 파일에서는 관련 기능을 확인할 수 있지만, 견적서에는 HQ-01~04 내용에 지점 비교만 있고 담당자와 관련된 언급이 없음",HQ-03-07
121,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-08,트레이너 OT 보드,Z,질문,기능 관련 추가 상세설명이 있어야 내용 파악이 가능할 것 같습니다.,"[판도 검토 답변 - 명확화]
답변: HQ-03-08 트레이너 OT 보드는 트레이너별 OT 배정, 진행, 결과, 미등록 후속조치를 확인하는 화면 요소입니다. OT 운영 KPI의 담당자 상세 버전입니다.
TC 반영: OT 1차/2차 예정, OT 완료 후 미등록, 체험 후 미등록, 결과 입력 누락, 회원 상세 이동, 담당 트레이너 필터 TC를 반영합니다.",기획 md 파일과 견적서 모두 역할별 5개 보드라고만 나와있고 어떤 내용인지 적혀있지 않음,HQ-03-08
122,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-09,데이터 인사이트,Z,질문,기능 관련 추가 상세설명이 있어야 내용 파악이 가능할 것 같습니다.,"[판도 검토 답변 - 명확화]
답변: HQ-03-09 데이터 인사이트는 담당자 보드에서 성과 하락 원인과 다음 액션을 요약 표시하는 보조 설명 영역입니다. 독립 기능이라기보다 기존 KPI/액션 큐를 읽기 쉽게 해석하는 UI입니다.
TC 반영: 최대 3개 인사이트 노출, 원인 텍스트와 연결 액션, 데이터 부족 상태, 수동 닫기 또는 새로고침 시 재계산 TC를 반영합니다.",기획 md 파일과 견적서 모두 역할별 5개 보드라고만 나와있고 어떤 내용인지 적혀있지 않음,HQ-03-09
123,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-03-10,바로가기,Z,,,,,HQ-03-10
