source_path,output_scope,classification,title,start_line,heading_codes,body_codes,matched_v1_codes,matched_v2_codes,output_path,basis,warning
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,SCR-105 프로필 / 계정 설정,341,SCR-105,"SCR-105, MFN-SCR-105, DLG-004, SELF-SERVICE, DLG-002",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,SCR-106 비밀번호 재설정,414,SCR-106,"SCR-106, RESET-PASSWORD, MFN-SCR-106",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,SCR-107 화면설계서 오버레이 (Cmd+/),474,SCR-107,"SCR-107, MFN-SCR-107",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,SCR-108 에러 페이지,526,SCR-108,"SCR-108, MFN-SCR-108",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,SCR-109 로그아웃,578,SCR-109,"SCR-109, MFN-SCR-109, DLG-001",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,다이얼로그,625,,,,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,DLG-000 세션 만료,626,DLG-000,"DLG-000, MFN-SCR-100",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,DLG-001 로그아웃 확인,679,DLG-001,"DLG-001, MFN-SCR-109",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,DLG-002 이탈 경고,724,DLG-002,DLG-002,,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,DLG-003 삭제 확인,768,DLG-003,DLG-003,,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/공통.md,V2,V2_UNMAPPED,DLG-004 저장 확인,813,DLG-004,"DLG-004, MFN-SCR-105, DLG-002",,,V2/D01-공통/공통.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,체크리스트 V1 코드와 직접 매칭되지 않아 V2/보류 영역으로 배치했습니다. 연결 기능 기준으로 범위 내 기능 코드를 명시했습니다.
docs2/D01-공통/운영정책.md,V1,V1_SUPPORT,문서 서문,1,,,,,V1/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V2,V2_SUPPORT,문서 서문,1,,,,,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V1,V1_SUPPORT_SPLIT,1. 핵심 원칙,5,,,,,V1/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 V2 전용 용어가 포함된 보조 섹션이라 항목 단위로 자동 분리했습니다. V2 전용 용어가 포함된 블록을 V2로 이동했습니다.
docs2/D01-공통/운영정책.md,V2,V2_SUPPORT_SPLIT,1. 핵심 원칙,5,,,,,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 V2 전용 용어가 포함된 보조 섹션이라 항목 단위로 자동 분리했습니다. V2 전용 용어가 포함된 블록을 V2로 이동했습니다.
docs2/D01-공통/운영정책.md,V1,V1_SPLIT,2. 상태 / 운영 정의,25,,"SCR-090, DASH-01, MFN-SCR-100-02, MFN-SCR-100-03, MFN-SCR-100-04, HQ-09","HQ-09, HQ-09-01, HQ-09-02, HQ-09-03, HQ-09-04, HQ-09-05, HQ-09-06, HQ-09-07, HQ-09-08, HQ-09-09, HQ-09-10",,V1/D01-공통/운영정책.md,`HQ-09`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-01`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-02`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-03`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-04`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-05`: 731행 `HQ-09` 자동화 정책 라이브러리; 외 5개,원본 섹션에 V2 전용 용어가 포함되어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
docs2/D01-공통/운영정책.md,V2,V2_SPLIT,2. 상태 / 운영 정의,25,,"SCR-090, DASH-01, MFN-SCR-100-02, MFN-SCR-100-03, MFN-SCR-100-04, HQ-09","DASH-01, DASH-01-01, DASH-01-02, DASH-01-03, DASH-01-04, DASH-01-05, DASH-01-06, DASH-01-07",,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,원본 섹션에 V2 전용 용어가 포함되어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
docs2/D01-공통/운영정책.md,V1,V1_SUPPORT,3. 권한·책임 분리,47,,,,,V1/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V2,V2_SUPPORT,3. 권한·책임 분리,47,,,,,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V1,V1_SUPPORT,4. KPI / 성과 측정,53,,,,,V1/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V2,V2_SUPPORT,4. KPI / 성과 측정,53,,,,,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V1,V1,5. 자동화 정책,61,,"NFR-19, AUTH-01","AUTH-01, AUTH-01-01, AUTH-01-02, AUTH-01-03, AUTH-01-04, AUTH-01-05, AUTH-01-06, AUTH-01-07, AUTH-01-08",,V1/D01-공통/운영정책.md,`AUTH-01`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-01`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-02`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-03`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-04`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-05`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; 외 3개,
docs2/D01-공통/운영정책.md,V1,V1_SUPPORT,6. 정책 결정 근거,72,,,,,V1/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V2,V2_SUPPORT,6. 정책 결정 근거,72,,,,,V2/D01-공통/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D01-공통/운영정책.md,V1,V1,7. 운영 예외 처리,77,,"AUTH-01, STF-02, MFN-SCR-100, MFN-SCR-101, MFN-SCR-102, DLG-000, MFN-SCR-103, MFN-SCR-104, MFN-SCR-105","AUTH-01, AUTH-01-01, AUTH-01-02, AUTH-01-03, AUTH-01-04, AUTH-01-05, AUTH-01-06, AUTH-01-07, AUTH-01-08, STF-02, STF-02-01, STF-02-02, STF-02-03, STF-02-04, STF-02-05, STF-02-06, STF-02-07, STF-02-08",,V1/D01-공통/운영정책.md,`AUTH-01`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-01`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-02`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-03`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-04`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; `AUTH-01-05`: 19행 `AUTH-01` 관리자 인증 / 세션 / 보안 정책; 외 12개,
docs2/D02-회원관리/운영정책.md,V1,V1_SUPPORT,문서 서문,1,,,,,V1/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SUPPORT,문서 서문,1,,,,,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V1,V1_SUPPORT,1. 핵심 원칙,5,,,,,V1/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SUPPORT,1. 핵심 원칙,5,,,,,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V1,V1_SPLIT,2. 상태 / 운영 정의,29,,"HQ-09, D-DAY, DLG-M008, MBR-03-01-02, DLG-M006, MBR-ADV-02-01-01","HQ-09, HQ-09-01, HQ-09-02, HQ-09-03, HQ-09-04, HQ-09-05, HQ-09-06, HQ-09-07, HQ-09-08, HQ-09-09, HQ-09-10, MBR-03, MBR-03-01, MBR-ADV-02, MBR-ADV-02-01",,V1/D02-회원관리/운영정책.md,`HQ-09`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-01`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-02`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-03`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-04`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-05`: 731행 `HQ-09` 자동화 정책 라이브러리; 외 9개,원본 섹션에 V2 전용 용어가 포함되어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SPLIT,2. 상태 / 운영 정의,29,,"HQ-09, D-DAY, DLG-M008, MBR-03-01-02, DLG-M006, MBR-ADV-02-01-01","HQ-09, HQ-09-01, HQ-09-02, HQ-09-03, HQ-09-04, HQ-09-05, HQ-09-06, HQ-09-07, HQ-09-08, HQ-09-09, HQ-09-10",,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. V1 행 범위에 포함되지 않은 기타/보류 섹션입니다.,원본 섹션에 V2 전용 용어가 포함되어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
docs2/D02-회원관리/운영정책.md,V1,V1,3. 자동 7종 세그먼트 운영 기준,52,,HQ-09,"HQ-09, HQ-09-01, HQ-09-02, HQ-09-03, HQ-09-04, HQ-09-05, HQ-09-06, HQ-09-07, HQ-09-08, HQ-09-09, HQ-09-10",,V1/D02-회원관리/운영정책.md,`HQ-09`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-01`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-02`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-03`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-04`: 731행 `HQ-09` 자동화 정책 라이브러리; `HQ-09-05`: 731행 `HQ-09` 자동화 정책 라이브러리; 외 5개,
docs2/D02-회원관리/운영정책.md,V1,V1_SUPPORT,4. 권한·책임 분리,68,,,,,V1/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SUPPORT,4. 권한·책임 분리,68,,,,,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V1,V1_SUPPORT,5. KPI / 성과 측정,74,,,,,V1/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SUPPORT,5. KPI / 성과 측정,74,,,,,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SPLIT,6. 자동화 정책,82,,"NFR-05, HQ-09, MBR-01, MBR-EXT-04-08, NFR-19, MBR-EXT-03-04, MBR-02, MBR-EXT-04, MBR-EXT-03, PAY-06, MBR-03, MBR-ADV-02, MBR-EXT-02, MBR-ADV-03","NFR-05, HQ-09, HQ-09-01, HQ-09-02, HQ-09-03, HQ-09-04, HQ-09-05, HQ-09-06, HQ-09-07, HQ-09-08, HQ-09-09, HQ-09-10, MBR-01, MBR-01-01, MBR-01-02, MBR-01-03, MBR-01-04, MBR-01-05, MBR-01-06, MBR-01-07, MBR-01-08, MBR-01-09, MBR-01-10, MBR-01-11, MBR-01-12, MBR-01-13, MBR-EXT-04, MBR-EXT-04-08, MBR-EXT-03, MBR-EXT-03-04, MBR-02, MBR-02-01, MBR-02-02, MBR-02-03, MBR-02-19, MBR-02-20, MBR-02-21, MBR-02-22, MBR-EXT-04-01, MBR-EXT-04-02, MBR-EXT-04-03, MBR-EXT-04-04, MBR-EXT-04-05, MBR-EXT-04-06, MBR-EXT-04-07, MBR-EXT-03-01, MBR-EXT-03-02, MBR-EXT-03-03, MBR-EXT-03-05, MBR-EXT-03-06, MBR-EXT-03-07, MBR-03, MBR-03-01, MBR-03-02, MBR-03-03, MBR-03-04, MBR-03-05, MBR-03-06, MBR-03-07, MBR-03-08, MBR-03-09, MBR-ADV-02, MBR-ADV-02-01, MBR-ADV-02-02, MBR-ADV-02-03, MBR-ADV-02-04, MBR-ADV-02-05, MBR-ADV-02-06, MBR-EXT-02, MBR-EXT-02-01, MBR-EXT-02-02, MBR-EXT-02-03, MBR-EXT-02-04, MBR-EXT-02-05, MBR-EXT-02-06, MBR-EXT-02-07, MBR-ADV-03, MBR-ADV-03-01, MBR-ADV-03-02, MBR-ADV-03-03, MBR-ADV-03-04, MBR-ADV-03-05, MBR-ADV-03-06","PAY-06, PAY-06-01, PAY-06-02, PAY-06-03, PAY-06-04, PAY-06-05, PAY-06-06, PAY-06-07, PAY-06-08, PAY-06-09",V2/D02-회원관리/운영정책.md,`PAY-06`: 886행 `PAY-06-04` 만료일시; `PAY-06-01`: 882행 `PAY-06` 결제링크 발송 (현장 확정 + 회원 자가 결제); `PAY-06-02`: 882행 `PAY-06` 결제링크 발송 (현장 확정 + 회원 자가 결제); `PAY-06-03`: 882행 `PAY-06` 결제링크 발송 (현장 확정 + 회원 자가 결제); `PAY-06-04`: 886행 `PAY-06-04` 만료일시; `PAY-06-05`: 882행 `PAY-06` 결제링크 발송 (현장 확정 + 회원 자가 결제); 외 4개,원본 섹션에 V1/V2 항목이 함께 있어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다. / V1/V2 코드가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
docs2/D02-회원관리/운영정책.md,V1,V1_SUPPORT,7. 정책 결정 근거,116,,,,,V1/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,직접 매칭 코드는 없지만 같은 원본 파일의 V1 구현 이해에 필요한 공통/운영 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V2,V2_SUPPORT,7. 정책 결정 근거,116,,,,,V2/D02-회원관리/운영정책.md,직접 매칭 코드 없음. 같은 원본 파일의 구현 기준을 이해하기 위한 보조 섹션입니다.,V2 구현에도 공통으로 필요한 보조 섹션입니다.
docs2/D02-회원관리/운영정책.md,V1,V1_SPLIT,8. 운영 예외 처리,121,,"MBR-01, MBR-02, D-DAY, DLG-M006, MBR-03, MBR-ADV-02, MBR-ADV-03, DLG-M015, MBR-EXT-01","MBR-01, MBR-01-01, MBR-01-02, MBR-01-03, MBR-01-04, MBR-01-05, MBR-01-06, MBR-01-07, MBR-01-08, MBR-01-09, MBR-01-10, MBR-01-11, MBR-01-12, MBR-01-13, MBR-02, MBR-02-01, MBR-02-02, MBR-02-03, MBR-02-19, MBR-02-20, MBR-02-21, MBR-02-22, MBR-03, MBR-03-01, MBR-03-02, MBR-03-03, MBR-03-04, MBR-03-05, MBR-03-06, MBR-03-07, MBR-03-08, MBR-03-09, MBR-ADV-02, MBR-ADV-02-01, MBR-ADV-02-02, MBR-ADV-02-03, MBR-ADV-02-04, MBR-ADV-02-05, MBR-ADV-02-06, MBR-ADV-03, MBR-ADV-03-01, MBR-ADV-03-02, MBR-ADV-03-03, MBR-ADV-03-04, MBR-ADV-03-05, MBR-ADV-03-06, MBR-EXT-01, MBR-EXT-01-01, MBR-EXT-01-02, MBR-EXT-01-03, MBR-EXT-01-04, MBR-EXT-01-05, MBR-EXT-01-06",,V1/D02-회원관리/운영정책.md,`MBR-01`: 131행 `MBR-01` 회원 목록 조회; `MBR-01-01`: 131행 `MBR-01` 회원 목록 조회; `MBR-01-02`: 131행 `MBR-01` 회원 목록 조회; `MBR-01-03`: 131행 `MBR-01` 회원 목록 조회; `MBR-01-04`: 131행 `MBR-01` 회원 목록 조회; `MBR-01-05`: 131행 `MBR-01` 회원 목록 조회; 외 47개,원본 섹션에 V2 전용 용어가 포함되어 표/목록/문단 단위로 자동 분리했습니다. V1 코드와 V2 전용 용어가 같은 블록에 함께 있어 해당 블록 전체를 V2로 이동했습니다.
